"Measurer_Initials","Bag_Code","Site_Code","Sex","Nose-To-Wing-Tip-(mm)","Nose-to-Abdomen-Tip-(mm)","%IP-0.5KM","%IP-1KM","%IP-3KM","%IP-5KM","Latitude","Longitude","Day","Month","Num_TOH","Altitude","length_ratio","coll_date"
"RM","A6","A6","F",20.21,13.87,0.586286,2.023249,2.404379,2.508291,40.67168217,-74.75099469,28,9,0,77.6302,0.686293913904008,18898
"RM","A6","A6","F",26.93,17.31,0.586286,2.023249,2.404379,2.508291,40.67168217,-74.75099469,28,9,0,77.6302,0.642777571481619,18898
"RM","A6","A6","F",25.93,19.35,0.586286,2.023249,2.404379,2.508291,40.67168217,-74.75099469,28,9,0,77.6302,0.746239876590821,18898
"RM","A6","A6","F",24.35,17.85,0.586286,2.023249,2.404379,2.508291,40.67168217,-74.75099469,28,9,0,77.6302,0.73305954825462,18898
"RM","A6","A6","F",24.04,18.68,0.586286,2.023249,2.404379,2.508291,40.67168217,-74.75099469,28,9,0,77.6302,0.777038269550749,18898
"RM","A6","A6","F",24.54,18.61,0.586286,2.023249,2.404379,2.508291,40.67168217,-74.75099469,28,9,0,77.6302,0.758353708231459,18898
"RM","A6","A6","F",26.15,18.61,0.586286,2.023249,2.404379,2.508291,40.67168217,-74.75099469,28,9,0,77.6302,0.711663479923518,18898
"RM","A6","A6","F",24.61,17.99,0.586286,2.023249,2.404379,2.508291,40.67168217,-74.75099469,28,9,0,77.6302,0.73100365704998,18898
"RM","A6","A6","F",25.56,18.1,0.586286,2.023249,2.404379,2.508291,40.67168217,-74.75099469,28,9,0,77.6302,0.708137715179969,18898
"RM","A6","A6","F",25.19,16.9,0.586286,2.023249,2.404379,2.508291,40.67168217,-74.75099469,28,9,0,77.6302,0.670901151250496,18898
"RM","A6","A6","F",24.12,17.63,0.586286,2.023249,2.404379,2.508291,40.67168217,-74.75099469,28,9,0,77.6302,0.730928689883914,18898
"RM","A9","A9","M",20.94,14.93,20.048276,20.732665,29.05758,30.842313,40.00475872,-74.16373867,1,10,2,7.442,0.712989493791786,18901
"AM","B10","B10","M",20.89,13.9,46.241972,50.295904,56.965913,61.630762,40.677146,-74.230614,20,9,26,13.29,0.665390138822403,18890
"AM","B10","B10","M",22.73,14.07,46.241972,50.295904,56.965913,61.630762,40.677146,-74.230614,20,9,26,13.29,0.619005719313682,18890
"RM","B11","B11","M",22.37,15.7,31.053961,45.484214,59.904912,64.166724,40.68236,-74.222932,20,9,26,10.3,0.70183281180152,18890
"AM","B12","B12","F",25.92,18.1,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.698302469135803,18891
"AM","B12","B12","F",26.62,19.7,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.740045078888054,18891
"AM","B12","B12","F",23.83,16.3,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.68401174989509,18891
"AM","B12","B12","F",25.62,16.81,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.656128024980484,18891
"AM","B12","B12","F",25.19,15.86,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.629614926558158,18891
"AM","B12","B12","F",25.05,17.69,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.706187624750499,18891
"AM","B12","B12","M",20.18,16.03,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.794350842418236,18891
"AM","B12","B12","F",24.51,18.26,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.74500203998368,18891
"AM","B12","B12","F",24.33,17.76,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.729963008631319,18891
"AM","B12","B12","F",25.73,17.66,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.686358336572095,18891
"AM","B12","B12","M",19.55,15.65,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.800511508951407,18891
"AM","B12","B12","M",18.85,14.37,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.762334217506631,18891
"AM","B12","B12","M",20.94,14.92,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.71251193887297,18891
"AM","B12","B12","M",19.57,14.13,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.722023505365355,18891
"AM","B12","B12","M",20.5,14.47,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.705853658536585,18891
"AM","B12","B12","F",23.65,17.72,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.749260042283298,18891
"AM","B12","B12","F",22.7,21.25,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.936123348017621,18891
"AM","B12","B12","M",19.93,13.62,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.683391871550426,18891
"AM","B12","B12","F",22.84,16.43,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.719352014010508,18891
"AM","B12","B12","M",21.85,15.77,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.721739130434783,18891
"AM","B12","B12","M",20.35,15.31,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.752334152334152,18891
"AM","B12","B12","M",21.04,15.4,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.731939163498099,18891
"AM","B12","B12","M",20.83,14.41,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.691790686509842,18891
"AM","B12","B12","M",20.29,15.9,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.783637259733859,18891
"AM","B12","B12","M",20.66,16.19,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.783639883833495,18891
"AM","B12","B12","M",21.39,15.6,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.729312762973352,18891
"AM","B12","B12","M",21.08,15.91,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.754743833017078,18891
"AM","B12","B12","M",21.33,16.25,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.761837787154243,18891
"AM","B12","B12","F",23.53,18.82,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.799830004249894,18891
"AM","B12","B12","F",24.35,19.97,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.820123203285421,18891
"AM","B12","B12","F",20.42,13.94,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.682664054848188,18891
"AM","B12","B12","M",21.12,15.16,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.71780303030303,18891
"AM","B12","B12","M",20.94,15.23,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.727316141356256,18891
"AM","B12","B12","M",20.09,16.39,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.815828770532603,18891
"AM","B12","B12","M",21.61,16.96,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.784821841739935,18891
"AM","B12","B12","M",19.55,14.75,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.754475703324808,18891
"AM","B12","B12","M",21.48,15.13,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.704376163873371,18891
"AM","B12","B12","F",26.55,17.7,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.666666666666667,18891
"AM","B12","B12","M",21.31,15.64,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.73392773345847,18891
"AM","B12","B12","M",19.61,14.44,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.736359000509944,18891
"AM","B12","B12","F",21.57,15.38,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.713027352804822,18891
"AM","B12","B12","F",23.71,16.39,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.691269506537326,18891
"AM","B12","B12","M",19.14,14.5,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.757575757575758,18891
"AM","B12","B12","M",21.41,16.14,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.753853339560953,18891
"AM","B12","B12","M",22.53,16.32,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.724367509986684,18891
"AM","B12","B12","M",20.66,15.41,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.745885769603098,18891
"AM","B12","B12","M",20.04,14.85,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.741017964071856,18891
"AM","B12","B12","M",20.25,14.48,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.715061728395062,18891
"AM","B12","B12","M",19.72,15.96,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.809330628803246,18891
"AM","B12","B12","M",21.41,15.58,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.727697337692667,18891
"AM","B12","B12","M",21.01,16.01,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.762018086625416,18891
"AM","B12","B12","F",24.79,18.92,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.763210972166196,18891
"AM","B12","B12","M",19.42,13.85,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.713182286302781,18891
"AM","B12","B12","M",21.19,16.68,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.78716375648891,18891
"AM","B12","B12","M",21.02,13.66,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.649857278782112,18891
"AM","B12","B12","M",20.3,16.51,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.813300492610837,18891
"AM","B12","B12","M",21.81,14.76,3.598632,3.63678,11.127933,14.417713,40.308811,-74.574288,21,9,4,24.61,0.676753782668501,18891
"RM","B13","B13","M",21.35,15.13,1.571757,1.410367,4.735749,6.741806,40.695456,-74.521268,22,9,30,69.5912,0.708665105386417,18892
"RM","B13","B13","M",20.04,14.41,1.571757,1.410367,4.735749,6.741806,40.695456,-74.521268,22,9,30,69.5912,0.719061876247505,18892
"RM","B13","B13","M",21.03,14.01,1.571757,1.410367,4.735749,6.741806,40.695456,-74.521268,22,9,30,69.5912,0.666191155492154,18892
"RM","B14","B14","F",26.47,17.16,0.459954,0.634041,2.5139,4.783461,40.696509,-74.503519,22,9,29,70.6981,0.648281072912731,18892
"AM","B15","B15","M",22.42,15.98,14.917431,20.778477,27.71198,32.705033,40.846639,-74.212805,29,9,38,168.58,0.712756467439786,18899
"AM","B15","B15","M",21.23,14.78,14.917431,20.778477,27.71198,32.705033,40.846639,-74.212805,29,9,38,168.58,0.696184644371173,18899
"AM","B15","B15","M",28.28,19.71,14.917431,20.778477,27.71198,32.705033,40.846639,-74.212805,29,9,38,168.58,0.696958981612447,18899
"AP","B16","B16","F",26.78,23.4,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.87378640776699,18900
"AP","B16","B16","F",24.59,17.78,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.723058153721025,18900
"AP","B16","B16","F",24.34,19.57,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.804026294165982,18900
"AP","B16","B16","F",22.19,14.89,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.671022983325822,18900
"AP","B16","B16","F",25.24,14.98,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.593502377179081,18900
"AP","B16","B16","F",24.71,17.19,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.69566976932416,18900
"AP","B16","B16","F",23.13,15.21,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.657587548638132,18900
"AP","B16","B16","F",24.34,17.13,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.703779786359901,18900
"AP","B16","B16","M",21.31,14.2,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.666353824495542,18900
"AP","B16","B16","F",24.32,20.07,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.825246710526316,18900
"AP","B16","B16","M",19.66,14.08,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.71617497456765,18900
"AP","B16","B16","F",22.97,16.31,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.710056595559425,18900
"AP","B16","B16","F",25.16,17.23,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.684817170111288,18900
"AP","B16","B16","F",23.07,15.98,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.692674469007369,18900
"AP","B16","B16","F",24.94,19.5,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.781876503608661,18900
"AP","B16","B16","F",25.43,16.57,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.651592607156901,18900
"AM","B16","B16","F",25.49,18.72,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.734405649274225,18900
"AM","B16","B16","F",26.9,16.99,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.631598513011152,18900
"AM","B16","B16","F",25.7,19.63,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.763813229571984,18900
"AM","B16","B16","F",23.42,18.51,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.790350128095645,18900
"AM","B16","B16","F",22.15,18.39,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.830248306997743,18900
"AM","B16","B16","M",20.88,17.07,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.817528735632184,18900
"AM","B16","B16","F",25.71,21.26,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.826915597043952,18900
"AM","B16","B16","F",23.6,15.65,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.663135593220339,18900
"AM","B16","B16","F",22.71,15.24,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.67107001321004,18900
"AM","B16","B16","F",24.99,18.93,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.75750300120048,18900
"AM","B16","B16","F",23.78,16.4,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.689655172413793,18900
"AM","B16","B16","F",24.62,18.62,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.756295694557271,18900
"AM","B16","B16","F",24.48,17.73,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.724264705882353,18900
"AM","B16","B16","M",21.11,14.6,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.69161534817622,18900
"AM","B16","B16","F",25.27,19.49,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.771270280965572,18900
"AM","B16","B16","F",23.78,17.13,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.720353238015139,18900
"AM","B16","B16","F",22.94,15.91,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.693548387096774,18900
"AM","B16","B16","F",25.44,18.75,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.737028301886792,18900
"AM","B16","B16","F",23.8,16.91,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.710504201680672,18900
"AM","B16","B16","F",24.75,17.01,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.687272727272727,18900
"AM","B16","B16","F",25.8,17.7,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.686046511627907,18900
"AM","B16","B16","F",24.77,17.95,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.724666935809447,18900
"AM","B16","B16","F",24.2,20.9,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.863636363636364,18900
"AM","B16","B16","F",25.02,18.85,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.753397282174261,18900
"AM","B16","B16","F",23.54,20.6,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.875106202209006,18900
"AM","B16","B16","F",25.38,19.53,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.769503546099291,18900
"AM","B16","B16","F",26.18,18.52,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.707410236822002,18900
"AM","B16","B16","F",25.86,21.54,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.832946635730858,18900
"AM","B16","B16","F",23.85,15.74,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.659958071278826,18900
"AM","B16","B16","F",24.83,18.13,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.73016512283528,18900
"AM","B16","B16","F",25.57,18.18,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.71098944075088,18900
"AM","B16","B16","F",24.06,21.14,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.878636741479634,18900
"AM","B16","B16","F",24.55,19.63,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.79959266802444,18900
"AM","B16","B16","F",25.99,19.9,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.76567910734898,18900
"AM","B16","B16","F",22.36,16.59,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.741949910554562,18900
"AM","B16","B16","F",24.68,18.85,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.763776337115073,18900
"RM","B17","B16","F",24.71,18.57,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.751517604208822,18900
"RM","B17","B16","F",25.42,22.34,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.878835562549174,18900
"RM","B17","B16","F",27.87,19.29,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.692142088266954,18900
"RM","B17","B16","F",24.58,20.28,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.825061025223759,18900
"RM","B17","B16","F",24.67,16.38,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.66396432914471,18900
"RM","B17","B16","F",23.67,15.93,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.673003802281369,18900
"RM","B17","B16","F",25.57,18.71,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.731716855690262,18900
"RM","B17","B16","F",24.19,21.3,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.880529144274494,18900
"RM","B17","B16","F",25.89,18.04,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.696794129007339,18900
"RM","B17","B16","F",24.58,18.99,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.772579332790887,18900
"RM","B17","B16","F",26.85,17.25,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.642458100558659,18900
"RM","B17","B16","F",25.66,15.76,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.614185502727981,18900
"RM","B17","B16","F",25.66,21.08,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.821512081060015,18900
"RM","B17","B16","F",25.19,17.55,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.696705041683208,18900
"RM","B17","B16","F",22.66,16.98,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.749338040600177,18900
"RM","B17","B16","M",20.01,13.2,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.659670164917541,18900
"RM","B17","B16","F",24.18,16.03,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.662944582299421,18900
"RM","B17","B16","M",20.88,15.24,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.729885057471264,18900
"RM","B17","B16","F",25.15,17.57,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.698608349900597,18900
"RM","B17","B16","F",24.73,17.48,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.706833805095026,18900
"RM","B17","B16","M",21.37,16.01,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.749181094992981,18900
"RM","B17","B16","F",24.94,15.78,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.632718524458701,18900
"RM","B17","B16","F",22.68,18,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.793650793650794,18900
"RM","B17","B16","F",24.83,16.05,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.646395489327427,18900
"RM","B17","B16","F",23.91,17.69,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.739857800083647,18900
"RM","B17","B16","F",23.91,16.28,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.680886658301966,18900
"RM","B17","B16","F",24.78,20.14,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.81275221953188,18900
"RM","B17","B16","F",24.19,17.35,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.717238528317487,18900
"RM","B17","B16","M",19.6,13.61,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.694387755102041,18900
"RM","B17","B16","M",19.25,14.15,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.735064935064935,18900
"RM","B17","B16","F",26.92,18.12,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.673105497771174,18900
"RM","B17","B16","F",24.21,17.57,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.72573316811235,18900
"RM","B17","B16","F",24.76,18.98,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.766558966074313,18900
"RM","B17","B16","F",24.34,16.13,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.662695152013147,18900
"RM","B17","B16","M",20.17,15.24,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.755577590480912,18900
"RM","B17","B16","M",19.85,13.88,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.699244332493703,18900
"RM","B17","B16","F",27.09,18.79,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.693613879660391,18900
"RM","B17","B16","M",19.46,14.57,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.748715313463515,18900
"RM","B17","B16","F",25.02,17.14,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.685051958433253,18900
"RM","B17","B16","F",26.62,20.32,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.763335837716003,18900
"RM","B17","B16","F",24.83,16.93,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.681836488119211,18900
"RM","B17","B16","F",26.46,22.4,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.846560846560847,18900
"RM","B17","B16","F",26.36,20.54,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.779210925644917,18900
"RM","B17","B16","M",21.32,15.59,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.731238273921201,18900
"RM","B17","B16","F",25.09,18.68,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.744519728975688,18900
"RM","B17","B16","M",21.59,15.12,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.70032422417786,18900
"RM","B17","B16","F",24.49,17.61,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.719069007758269,18900
"RM","B17","B16","M",21.08,15.26,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.723908918406072,18900
"RM","B17","B16","M",20.58,14.65,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.711856171039845,18900
"RM","B17","B16","M",19.82,14.02,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.70736629667003,18900
"RM","B17","B16","F",23.8,15.63,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.65672268907563,18900
"RM","B17","B16","F",23.19,19.36,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.834842604570936,18900
"RM","B17","B16","M",20.27,15.02,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.740996546620622,18900
"RM","B17","B16","F",25.03,17.3,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.691170595285657,18900
"RM","B17","B16","F",23.15,16.78,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.724838012958963,18900
"RM","B17","B16","F",23.35,16.22,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.694646680942184,18900
"RM","B17","B16","M",19.4,14.98,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.772164948453608,18900
"RM","B17","B16","M",19.74,15.09,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.764437689969605,18900
"RM","B17","B16","M",18.96,14.13,4.158676,4.124499,5.880403,4.784702,40.337905,-74.809278,30,9,5,57.8952,0.745253164556962,18900
